aa	af:Afar	af-NA:Afar	am:አፋርኛ	ar:الأفارية	ar-AE:الأفارية	ar-BH:الأفارية	ar-DJ:الأفارية	ar-DZ:الأفارية	ar-EG:الأفارية	ar-EH:الأفارية	ar-ER:الأفارية	ar-IL:الأفارية	ar-IQ:الأفارية	ar-JO:الأفارية	ar-KM:الأفارية	ar-KW:الأفارية	ar-LB:الأفارية	ar-LY:الأفارية	ar-MA:الأفارية	ar-MR:الأفارية
es-MX	am:የሜክሲኮ ስፓኒሽ	ar:الإسبانية المكسيكية	ar-AE:الإسبانية المكسيكية	ar-BH:الإسبانية المكسيكية	ar-DJ:الإسبانية المكسيكية	ar-DZ:الإسبانية المكسيكية	ar-EG:الإسبانية المكسيكية	ar-EH:الإسبانية المكسيكية	ar-ER:الإسبانية المكسيكية	ar-IL:الإسبانية المكسيكية	ar-IQ:الإسبانية المكسيكية	ar-JO:الإسبانية المكسيكية	ar-KM:الإسبانية المكسيكية	ar-KW:الإسبانية المكسيكية	ar-LB:الإسبانية المكسيكية	ar-LY:الإسبانية المكسيكية	ar-MA:الإسبانية المكسيكية	ar-MR:الإسبانية المكسيكية	ar-OM:الإسبانية المكسيكية	ar-PS:الإسبانية المكسيكية
esu	am:ሴንተራል ዩፒክ	ast:yupik central	cs:jupikština (středoaljašská)	de:Zentral-Alaska-Yupik	de-AT:Zentral-Alaska-Yupik	de-BE:Zentral-Alaska-Yupik	de-CH:Zentral-Alaska-Yupik	de-IT:Zentral-Alaska-Yupik	de-LI:Zentral-Alaska-Yupik	de-LU:Zentral-Alaska-Yupik	en:Central Yupik	en-001:Central Yupik	en-150:Central Yupik	en-AE:Central Yupik	en-AG:Central Yupik	en-AI:Central Yupik	en-AS:Central Yupik	en-AT:Central Yupik	en-AU:Central Yupik	en-BB:Central Yupik
et	af:Estnies	af-NA:Estnies	ak:Estonia kasa	am:ኢስቶኒያንኛ	ar:الإستونية	ar-AE:الإستونية	ar-BH:الإستونية	ar-DJ:الإستونية	ar-DZ:الإستونية	ar-EG:الإستونية	ar-EH:الإستونية	ar-ER:الإستونية	ar-IL:الإستونية	ar-IQ:الإستونية	ar-JO:الإستونية	ar-KM:الإستونية	ar-KW:الإستونية	ar-LB:الإستونية	ar-LY:الإستونية	ar-MA:الإستونية
eu	af:Baskies	af-NA:Baskies	ak:Baske	am:ባስክኛ	ar:الباسكية	ar-AE:الباسكية	ar-BH:الباسكية	ar-DJ:الباسكية	ar-DZ:الباسكية	ar-EG:الباسكية	ar-EH:الباسكية	ar-ER:الباسكية	ar-IL:الباسكية	ar-IQ:الباسكية	ar-JO:الباسكية	ar-KM:الباسكية	ar-KW:الباسكية	ar-LB:الباسكية	ar-LY:الباسكية	ar-MA:الباسكية
ewo	af:Ewondo	af-NA:Ewondo	am:ኤዎንዶ	ar:الإيوندو	ar-AE:الإيوندو	ar-BH:الإيوندو	ar-DJ:الإيوندو	ar-DZ:الإيوندو	ar-EG:الإيوندو	ar-EH:الإيوندو	ar-ER:الإيوندو	ar-IL:الإيوندو	ar-IQ:الإيوندو	ar-JO:الإيوندو	ar-KM:الإيوندو	ar-KW:الإيوندو	ar-LB:الإيوندو	ar-LY:الإيوندو	ar-MA:الإيوندو	ar-MR:الإيوندو
ext	ast:estremeñu	ca:extremeny	ca-AD:extremeny	ca-ES-valencia:extremeny	ca-FR:extremeny	ca-IT:extremeny	cs:extremadurština	cy:Extremadureg	de:Extremadurisch	de-AT:Extremadurisch	de-BE:Extremadurisch	de-CH:Extremadurisch	de-IT:Extremadurisch	de-LI:Extremadurisch	de-LU:Extremadurisch	en:Extremaduran	en-001:Extremaduran	en-150:Extremaduran	en-AE:Extremaduran	en-AG:Extremaduran
fa	af:Persies	af-NA:Persies	agq:Kpɛɛshìa	ak:Pɛɛhyia kasa	am:ፐርሺያኛ	ar:الفارسية	ar-AE:الفارسية	ar-BH:الفارسية	ar-DJ:الفارسية	ar-DZ:الفارسية	ar-EG:الفارسية	ar-EH:الفارسية	ar-ER:الفارسية	ar-IL:الفارسية	ar-IQ:الفارسية	ar-JO:الفارسية	ar-KM:الفارسية	ar-KW:الفارسية	ar-LB:الفارسية	ar-LY:الفارسية
fa-AF	af:Dari	af-NA:Dari	am:ዳሪ	ar:الدارية	ar-AE:الدارية	ar-BH:الدارية	ar-DJ:الدارية	ar-DZ:الدارية	ar-EG:الدارية	ar-EH:الدارية	ar-ER:الدارية	ar-IL:الدارية	ar-IQ:الدارية	ar-JO:الدارية	ar-KM:الدارية	ar-KW:الدارية	ar-LB:الدارية	ar-LY:الدارية	ar-MA:الدارية	ar-MR:الدارية
fan	ar:الفانج	ar-AE:الفانج	ar-BH:الفانج	ar-DJ:الفانج	ar-DZ:الفانج	ar-EG:الفانج	ar-EH:الفانج	ar-ER:الفانج	ar-IL:الفانج	ar-IQ:الفانج	ar-JO:الفانج	ar-KM:الفانج	ar-KW:الفانج	ar-LB:الفانج	ar-LY:الفانج	ar-MA:الفانج	ar-MR:الفانج	ar-OM:الفانج	ar-PS:الفانج	ar-QA:الفانج
fat	ar:الفانتي	ar-AE:الفانتي	ar-BH:الفانتي	ar-DJ:الفانتي	ar-DZ:الفانتي	ar-EG:الفانتي	ar-EH:الفانتي	ar-ER:الفانتي	ar-IL:الفانتي	ar-IQ:الفانتي	ar-JO:الفانتي	ar-KM:الفانتي	ar-KW:الفانتي	ar-LB:الفانتي	ar-LY:الفانتي	ar-MA:الفانتي	ar-MR:الفانتي	ar-OM:الفانتي	ar-PS:الفانتي	ar-QA:الفانتي
ff	af:Fulah	af-NA:Fulah	ak:Fula kasa	am:ፉላኒኛ	ar:الفولانية	ar-AE:الفولانية	ar-BH:الفولانية	ar-DJ:الفولانية	ar-DZ:الفولانية	ar-EG:الفولانية	ar-EH:الفولانية	ar-ER:الفولانية	ar-IL:الفولانية	ar-IQ:الفولانية	ar-JO:الفولانية	ar-KM:الفولانية	ar-KW:الفولانية	ar-LB:الفولانية	ar-LY:الفولانية	ar-MA:الفولانية
fi	af:Fins	af-NA:Fins	ak:Finlande kasa	am:ፊንላንድኛ	ar:الفنلندية	ar-AE:الفنلندية	ar-BH:الفنلندية	ar-DJ:الفنلندية	ar-DZ:الفنلندية	ar-EG:الفنلندية	ar-EH:الفنلندية	ar-ER:الفنلندية	ar-IL:الفنلندية	ar-IQ:الفنلندية	ar-JO:الفنلندية	ar-KM:الفنلندية	ar-KW:الفنلندية	ar-LB:الفنلندية	ar-LY:الفنلندية	ar-MA:الفنلندية
fil	af:Filippyns	af-NA:Filippyns	ak:Filipin kasa	am:ፊሊፒንኛ	ar:الفلبينية	ar-AE:الفلبينية	ar-BH:الفلبينية	ar-DJ:الفلبينية	ar-DZ:الفلبينية	ar-EG:الفلبينية	ar-EH:الفلبينية	ar-ER:الفلبينية	ar-IL:الفلبينية	ar-IQ:الفلبينية	ar-JO:الفلبينية	ar-KM:الفلبينية	ar-KW:الفلبينية	ar-LB:الفلبينية	ar-LY:الفلبينية	ar-MA:الفلبينية
fit	ast:finlandés de Tornedalen	br:finneg traoñienn an Torne	cs:finština (tornedalská)	cy:Ffinneg Tornedal	de:Meänkieli	de-AT:Meänkieli	de-BE:Meänkieli	de-CH:Meänkieli	de-IT:Meänkieli	de-LI:Meänkieli	de-LU:Meänkieli	en:Tornedalen Finnish	en-001:Tornedalen Finnish	en-150:Tornedalen Finnish	en-AE:Tornedalen Finnish	en-AG:Tornedalen Finnish	en-AI:Tornedalen Finnish	en-AS:Tornedalen Finnish	en-AT:Tornedalen Finnish	en-AU:Tornedalen Finnish
fj	af:Fidjiaans	af-NA:Fidjiaans	am:ፊጂኛ	ar:الفيجية	ar-AE:الفيجية	ar-BH:الفيجية	ar-DJ:الفيجية	ar-DZ:الفيجية	ar-EG:الفيجية	ar-EH:الفيجية	ar-ER:الفيجية	ar-IL:الفيجية	ar-IQ:الفيجية	ar-JO:الفيجية	ar-KM:الفيجية	ar-KW:الفيجية	ar-LB:الفيجية	ar-LY:الفيجية	ar-MA:الفيجية	ar-MR:الفيجية
fo	af:Faroëes	af-NA:Faroëes	ak:Farosi	am:ፋሮኛ	ar:الفاروية	ar-AE:الفاروية	ar-BH:الفاروية	ar-DJ:الفاروية	ar-DZ:الفاروية	ar-EG:الفاروية	ar-EH:الفاروية	ar-ER:الفاروية	ar-IL:الفاروية	ar-IQ:الفاروية	ar-JO:الفاروية	ar-KM:الفاروية	ar-KW:الفاروية	ar-LB:الفاروية	ar-LY:الفاروية	ar-MA:الفاروية
fon	af:Fon	af-NA:Fon	am:ፎን	ar:الفون	ar-AE:الفون	ar-BH:الفون	ar-DJ:الفون	ar-DZ:الفون	ar-EG:الفون	ar-EH:الفون	ar-ER:الفون	ar-IL:الفون	ar-IQ:الفون	ar-JO:الفون	ar-KM:الفون	ar-KW:الفون	ar-LB:الفون	ar-LY:الفون	ar-MA:الفون	ar-MR:الفون
fr	af:Frans	af-NA:Frans	agq:Kɨ̀fàlàŋsi	ak:Frɛnkye	am:ፈረንሳይኛ	ar:الفرنسية	ar-AE:الفرنسية	ar-BH:الفرنسية	ar-DJ:الفرنسية	ar-DZ:الفرنسية	ar-EG:الفرنسية	ar-EH:الفرنسية	ar-ER:الفرنسية	ar-IL:الفرنسية	ar-IQ:الفرنسية	ar-JO:الفرنسية	ar-KM:الفرنسية	ar-KW:الفرنسية	ar-LB:الفرنسية	ar-LY:الفرنسية
fr-CA	ak:Kanada Frɛnkye	am:የካናዳ ፈረንሳይኛ	as:কানাডিয়ান ফ্ৰেন্স	ast:francés de Canadá	az:Kanada fransızcası	az-Cyrl:Канада франсызҹасы	az-Latn:Kanada fransızcası	ba:француз (Канада)	bal-Latn:Paránsi (Kaynadhá)	be:канадская французская	be-tarask:канадская французская	bgn:کاناڈاین فرانسوی	bgn-AE:کاناڈاین فرانسوی	bgn-AF:کاناڈاین فرانسوی	bgn-IR:کاناڈاین فرانسوی	bgn-OM:کاناڈاین فرانسوی	br:galleg Kanada	brx:कानाडानि फ्रेन्च	ca:francès canadenc	ca-AD:francès canadenc
fr-CH	ak:Swisalande Frɛnkye	am:የስዊዝ ፈረንሳይኛ	as:ছুইচ ফ্ৰেন্স	ast:francés de Suiza	az:İsveçrə fransızcası	az-Cyrl:Исвечрә франсызҹасы	az-Latn:İsveçrə fransızcası	ba:француз (Швейцария)	be:швейцарская французская	be-tarask:швейцарская французская	bgn:اشاره‌این فرانسوی	bgn-AE:اشاره‌این فرانسوی	bgn-AF:اشاره‌این فرانسوی	bgn-IR:اشاره‌این فرانسوی	bgn-OM:اشاره‌این فرانسوی	br:galleg Suis	brx:सुइस फ्रेन्च	ca:francès suís	ca-AD:francès suís	ca-ES-valencia:francès suís
frc	af:Cajun	af-NA:Cajun	am:ካጁን ፍሬንች	ar:الفرنسية الكاجونية	ar-AE:الفرنسية الكاجونية	ar-BH:الفرنسية الكاجونية	ar-DJ:الفرنسية الكاجونية	ar-DZ:الفرنسية الكاجونية	ar-EG:الفرنسية الكاجونية	ar-EH:الفرنسية الكاجونية	ar-ER:الفرنسية الكاجونية	ar-IL:الفرنسية الكاجونية	ar-IQ:الفرنسية الكاجونية	ar-JO:الفرنسية الكاجونية	ar-KM:الفرنسية الكاجونية	ar-KW:الفرنسية الكاجونية	ar-LB:الفرنسية الكاجونية	ar-LY:الفرنسية الكاجونية	ar-MA:الفرنسية الكاجونية	ar-MR:الفرنسية الكاجونية
frm	ar:الفرنسية الوسطى	ar-AE:الفرنسية الوسطى	ar-BH:الفرنسية الوسطى	ar-DJ:الفرنسية الوسطى	ar-DZ:الفرنسية الوسطى	ar-EG:الفرنسية الوسطى	ar-EH:الفرنسية الوسطى	ar-ER:الفرنسية الوسطى	ar-IL:الفرنسية الوسطى	ar-IQ:الفرنسية الوسطى	ar-JO:الفرنسية الوسطى	ar-KM:الفرنسية الوسطى	ar-KW:الفرنسية الوسطى	ar-LB:الفرنسية الوسطى	ar-LY:الفرنسية الوسطى	ar-MA:الفرنسية الوسطى	ar-MR:الفرنسية الوسطى	ar-OM:الفرنسية الوسطى	ar-PS:الفرنسية الوسطى	ar-QA:الفرنسية الوسطى
fro	ar:الفرنسية القديمة	ar-AE:الفرنسية القديمة	ar-BH:الفرنسية القديمة	ar-DJ:الفرنسية القديمة	ar-DZ:الفرنسية القديمة	ar-EG:الفرنسية القديمة	ar-EH:الفرنسية القديمة	ar-ER:الفرنسية القديمة	ar-IL:الفرنسية القديمة	ar-IQ:الفرنسية القديمة	ar-JO:الفرنسية القديمة	ar-KM:الفرنسية القديمة	ar-KW:الفرنسية القديمة	ar-LB:الفرنسية القديمة	ar-LY:الفرنسية القديمة	ar-MA:الفرنسية القديمة	ar-MR:الفرنسية القديمة	ar-OM:الفرنسية القديمة	ar-PS:الفرنسية القديمة	ar-QA:الفرنسية القديمة
frp	am:አርፒታን	ast:arpitanu	br:arpitaneg	cs:franko-provensálština	cy:Arpitaneg	de:Frankoprovenzalisch	de-AT:Frankoprovenzalisch	de-BE:Frankoprovenzalisch	de-CH:Frankoprovenzalisch	de-IT:Frankoprovenzalisch	de-LI:Frankoprovenzalisch	de-LU:Frankoprovenzalisch	en:Arpitan	en-001:Arpitan	en-150:Arpitan	en-AE:Arpitan	en-AG:Arpitan	en-AI:Arpitan	en-AS:Arpitan	en-AT:Arpitan
frr	af:Noord-Fries	af-NA:Noord-Fries	am:ሰሜናዊ ፍሪስያን	ar:الفريزينية الشمالية	ar-AE:الفريزينية الشمالية	ar-BH:الفريزينية الشمالية	ar-DJ:الفريزينية الشمالية	ar-DZ:الفريزينية الشمالية	ar-EG:الفريزينية الشمالية	ar-EH:الفريزينية الشمالية	ar-ER:الفريزينية الشمالية	ar-IL:الفريزينية الشمالية	ar-IQ:الفريزينية الشمالية	ar-JO:الفريزينية الشمالية	ar-KM:الفريزينية الشمالية	ar-KW:الفريزينية الشمالية	ar-LB:الفريزينية الشمالية	ar-LY:الفريزينية الشمالية	ar-MA:الفريزينية الشمالية	ar-MR:الفريزينية الشمالية
frs	ar:الفريزينية الشرقية	ar-AE:الفريزينية الشرقية	ar-BH:الفريزينية الشرقية	ar-DJ:الفريزينية الشرقية	ar-DZ:الفريزينية الشرقية	ar-EG:الفريزينية الشرقية	ar-EH:الفريزينية الشرقية	ar-ER:الفريزينية الشرقية	ar-IL:الفريزينية الشرقية	ar-IQ:الفريزينية الشرقية	ar-JO:الفريزينية الشرقية	ar-KM:الفريزينية الشرقية	ar-KW:الفريزينية الشرقية	ar-LB:الفريزينية الشرقية	ar-LY:الفريزينية الشرقية	ar-MA:الفريزينية الشرقية	ar-MR:الفريزينية الشرقية	ar-OM:الفريزينية الشرقية	ar-PS:الفريزينية الشرقية	ar-QA:الفريزينية الشرقية
fur	af:Friuliaans	af-NA:Friuliaans	am:ፍሩሊያን	ar:الفريلايان	ar-AE:الفريلايان	ar-BH:الفريلايان	ar-DJ:الفريلايان	ar-DZ:الفريلايان	ar-EG:الفريلايان	ar-EH:الفريلايان	ar-ER:الفريلايان	ar-IL:الفريلايان	ar-IQ:الفريلايان	ar-JO:الفريلايان	ar-KM:الفريلايان	ar-KW:الفريلايان	ar-LB:الفريلايان	ar-LY:الفريلايان	ar-MA:الفريلايان	ar-MR:الفريلايان
fy	af:Fries	af-NA:Fries	ak:Atɔeɛ Fam Frihyia Kasa	am:ምዕራባዊ ፍሪሲኛ	ar:الفريزيان	ar-AE:الفريزيان	ar-BH:الفريزيان	ar-DJ:الفريزيان	ar-DZ:الفريزيان	ar-EG:الفريزيان	ar-EH:الفريزيان	ar-ER:الفريزيان	ar-IL:الفريزيان	ar-IQ:الفريزيان	ar-JO:الفريزيان	ar-KM:الفريزيان	ar-KW:الفريزيان	ar-LB:الفريزيان	ar-LY:الفريزيان	ar-MA:الفريزيان
ga	af:Iers	af-NA:Iers	ak:Aerelande kasa	am:አየርላንድኛ	ar:الأيرلندية	ar-AE:الأيرلندية	ar-BH:الأيرلندية	ar-DJ:الأيرلندية	ar-DZ:الأيرلندية	ar-EG:الأيرلندية	ar-EH:الأيرلندية	ar-ER:الأيرلندية	ar-IL:الأيرلندية	ar-IQ:الأيرلندية	ar-JO:الأيرلندية	ar-KM:الأيرلندية	ar-KW:الأيرلندية	ar-LB:الأيرلندية	ar-LY:الأيرلندية	ar-MA:الأيرلندية
gaa	af:Gaa	af-NA:Gaa	am:ጋ	ar:الجا	ar-AE:الجا	ar-BH:الجا	ar-DJ:الجا	ar-DZ:الجا	ar-EG:الجا	ar-EH:الجا	ar-ER:الجا	ar-IL:الجا	ar-IQ:الجا	ar-JO:الجا	ar-KM:الجا	ar-KW:الجا	ar-LB:الجا	ar-LY:الجا	ar-MA:الجا	ar-MR:الجا
gag	af:Gagauz	af-NA:Gagauz	am:ጋጉዝኛ	ar:الغاغوز	ar-AE:الغاغوز	ar-BH:الغاغوز	ar-DJ:الغاغوز	ar-DZ:الغاغوز	ar-EG:الغاغوز	ar-EH:الغاغوز	ar-ER:الغاغوز	ar-IL:الغاغوز	ar-IQ:الغاغوز	ar-JO:الغاغوز	ar-KM:الغاغوز	ar-KW:الغاغوز	ar-LB:الغاغوز	ar-LY:الغاغوز	ar-MA:الغاغوز	ar-MR:الغاغوز
gan	af:Gan-Sjinees	af-NA:Gan-Sjinees	am:ጋን ቻይንኛ	ar:الغان الصينية	ar-AE:الغان الصينية	ar-BH:الغان الصينية	ar-DJ:الغان الصينية	ar-DZ:الغان الصينية	ar-EG:الغان الصينية	ar-EH:الغان الصينية	ar-ER:الغان الصينية	ar-IL:الغان الصينية	ar-IQ:الغان الصينية	ar-JO:الغان الصينية	ar-KM:الغان الصينية	ar-KW:الغان الصينية	ar-LB:الغان الصينية	ar-LY:الغان الصينية	ar-MA:الغان الصينية	ar-MR:الغان الصينية
gay	ar:الجايو	ar-AE:الجايو	ar-BH:الجايو	ar-DJ:الجايو	ar-DZ:الجايو	ar-EG:الجايو	ar-EH:الجايو	ar-ER:الجايو	ar-IL:الجايو	ar-IQ:الجايو	ar-JO:الجايو	ar-KM:الجايو	ar-KW:الجايو	ar-LB:الجايو	ar-LY:الجايو	ar-MA:الجايو	ar-MR:الجايو	ar-OM:الجايو	ar-PS:الجايو	ar-QA:الجايو
gba	ar:الجبيا	ar-AE:الجبيا	ar-BH:الجبيا	ar-DJ:الجبيا	ar-DZ:الجبيا	ar-EG:الجبيا	ar-EH:الجبيا	ar-ER:الجبيا	ar-IL:الجبيا	ar-IQ:الجبيا	ar-JO:الجبيا	ar-KM:الجبيا	ar-KW:الجبيا	ar-LB:الجبيا	ar-LY:الجبيا	ar-MA:الجبيا	ar-MR:الجبيا	ar-OM:الجبيا	ar-PS:الجبيا	ar-QA:الجبيا
gbz	ast:dari zoroastrianu	cs:daríjština (zoroastrijská)	cy:Dareg y Zoroastriaid	de:Gabri	de-AT:Gabri	de-BE:Gabri	de-CH:Gabri	de-IT:Gabri	de-LI:Gabri	de-LU:Gabri	en:Zoroastrian Dari	en-001:Zoroastrian Dari	en-150:Zoroastrian Dari	en-AE:Zoroastrian Dari	en-AG:Zoroastrian Dari	en-AI:Zoroastrian Dari	en-AS:Zoroastrian Dari	en-AT:Zoroastrian Dari	en-AU:Zoroastrian Dari	en-BB:Zoroastrian Dari
gd	af:Skotse Gallies	af-NA:Skotse Gallies	ak:Skotlandfoɔ Galek Kasa	am:የስኮትላንድ ጌይሊክ	ar:الغيلية الأسكتلندية	ar-AE:الغيلية الأسكتلندية	ar-BH:الغيلية الأسكتلندية	ar-DJ:الغيلية الأسكتلندية	ar-DZ:الغيلية الأسكتلندية	ar-EG:الغيلية الأسكتلندية	ar-EH:الغيلية الأسكتلندية	ar-ER:الغيلية الأسكتلندية	ar-IL:الغيلية الأسكتلندية	ar-IQ:الغيلية الأسكتلندية	ar-JO:الغيلية الأسكتلندية	ar-KM:الغيلية الأسكتلندية	ar-KW:الغيلية الأسكتلندية	ar-LB:الغيلية الأسكتلندية	ar-LY:الغيلية الأسكتلندية	ar-MA:الغيلية الأسكتلندية
gez	af:Geez	af-NA:Geez	am:ግዕዝኛ	ar:الجعزية	ar-AE:الجعزية	ar-BH:الجعزية	ar-DJ:الجعزية	ar-DZ:الجعزية	ar-EG:الجعزية	ar-EH:الجعزية	ar-ER:الجعزية	ar-IL:الجعزية	ar-IQ:الجعزية	ar-JO:الجعزية	ar-KM:الجعزية	ar-KW:الجعزية	ar-LB:الجعزية	ar-LY:الجعزية	ar-MA:الجعزية	ar-MR:الجعزية
